classe,cobertura,seletividade,lift
Benign,1.0,0.9525279814743343,1.049837925445705
Benign,0.9969751966122202,0.6026630644538788,1.6542828910805396
Benign,0.6669691470054446,0.21381705905055962,3.119344873449652
Benign,0.48124621899576525,0.7355268236202238,0.6542877887540485
Benign,0.9942528735632183,0.8585488228483211,1.1580621242536744
Benign,0.0,0.6552489386337321,0.0
Benign,0.529340592861464,0.6384600540331918,0.8290896032063189
Benign,0.6001209921355112,0.9136433809340023,0.6568438021430392
Benign,1.0,0.8836356619065998,1.1316881415156148
Benign,0.9246823956442831,0.9175993824778078,1.0077190692384175
Benign,0.9373865698729582,0.8248745658047086,1.1363989250395763
Benign,0.055051421657592255,0.40717869548436897,0.1352021170756602
Benign,0.25650332728372655,0.037823234272481666,6.781633887674852
Benign,0.28039927404718695,0.03869162485526824,7.247027621508841
Benign,0.0,0.6552489386337321,0.0
Benign,0.25680580762250454,0.03936703975299112,6.523371054410876
Benign,0.9794313369630974,0.9385372443072173,1.0435721575290986
Benign,1.0,0.8294094944037051,1.2056770590972545
Benign,0.9428312159709619,0.6294866846777306,1.4977778544333307
Benign,0.5517241379310345,0.24083365495947512,2.290893015030946
Benign,0.40411373260738054,0.7109224237746044,0.5684357661160278
Benign,0.16515426497277677,0.7486491702045542,0.22060301613324634
Benign,0.616454930429522,0.7965071401003474,0.7739477769802018
Benign,0.957047791893527,0.9858162871478193,0.970817589819371
Benign,0.0,0.6552489386337321,0.0
